value,yago-4,yago-4.5.0.2,relative_change
nodes/http://yago-knowledge.org/resource/Bayerischer_Städtetag_Q812378/rank_unweighted,4105.000000,365.000000,-0.911084
nodes/http://yago-knowledge.org/resource/International_Maritime_Organization/rank_weighted,4966.000000,445.000000,-0.910391
nodes/http://yago-knowledge.org/resource/Weimar_Triangle/rank_unweighted,4597.000000,413.000000,-0.910159
nodes/http://yago-knowledge.org/resource/Comecon/rank_unweighted,3932.000000,355.000000,-0.909715
nodes/http://yago-knowledge.org/resource/Slovenia/rank_weighted,5037.000000,456.000000,-0.909470
nodes/http://yago-knowledge.org/resource/Switzerland/rank_shift,-11.000000,-1.000000,0.909091
nodes/http://yago-knowledge.org/resource/Arth/rank_unweighted,5044.000000,464.000000,-0.908010
nodes/http://yago-knowledge.org/resource/Bezirk_Potsdam/rank_weighted,4467.000000,411.000000,-0.907992
nodes/http://yago-knowledge.org/resource/Austria/rank_shift,-54.000000,-5.000000,0.907407
nodes/http://yago-knowledge.org/resource/Single_European_Sky_ATM_Research/rank_unweighted,4470.000000,416.000000,-0.906935
nodes/http://yago-knowledge.org/resource/International_Fund_for_Agricultural_Development/rank_weighted,4964.000000,465.000000,-0.906326
nodes/http://yago-knowledge.org/resource/Kraków/rank_weighted,3221.000000,304.000000,-0.905619
nodes/http://yago-knowledge.org/resource/Deutsches_Forschungsnetz/rank_unweighted,4129.000000,390.000000,-0.905546
nodes/http://yago-knowledge.org/resource/International_Labour_Organization/rank_weighted,4965.000000,470.000000,-0.905337
nodes/http://yago-knowledge.org/resource/Food_and_Agriculture_Organization/rank_weighted,4893.000000,464.000000,-0.905171
nodes/http://yago-knowledge.org/resource/International_Centre_for_Settlement_of_Investment_Disputes/rank_shift,-21.000000,-2.000000,0.904762
nodes/http://yago-knowledge.org/resource/Great_Britain/rank_unweighted,4608.000000,440.000000,-0.904514
nodes/http://yago-knowledge.org/resource/Iran/entropy_weighted,3.988183,0.385021,-0.903460
nodes/http://yago-knowledge.org/resource/Social_Democratic_Party_of_Germany/rank_unweighted,4803.000000,468.000000,-0.902561
nodes/http://yago-knowledge.org/resource/Coimbra_Group/rank_weighted,5111.000000,501.000000,-0.901976
nodes/http://yago-knowledge.org/resource/Kraków/rank_unweighted,3598.000000,356.000000,-0.901056
nodes/http://yago-knowledge.org/resource/Pomeranian_Voivodeship/entropy_weighted,3.134094,0.313958,-0.899825
nodes/http://yago-knowledge.org/resource/Lubusz_Voivodeship/unweighted,5.494051,0.555901,-0.898818
nodes/http://yago-knowledge.org/resource/Asunción/unweighted,0.181875,0.345219,0.898112
nodes/http://yago-knowledge.org/resource/West_Pomeranian_Voivodeship/entropy_weighted,3.285930,0.335344,-0.897945
nodes/http://yago-knowledge.org/resource/Baden-Württemberg/rank_unweighted,224.000000,425.000000,0.897321
nodes/http://yago-knowledge.org/resource/Greater_London/entropy_weighted,0.801095,1.519793,0.897144
nodes/http://yago-knowledge.org/resource/World_Tourism_Organization/rank_weighted,4970.000000,517.000000,-0.895976
nodes/http://yago-knowledge.org/resource/Poland/rank_weighted,96.000000,10.000000,-0.895833
nodes/http://yago-knowledge.org/resource/Leverkusen/rank_weighted,4290.000000,447.000000,-0.895804
nodes/http://yago-knowledge.org/resource/Basshunter/rank_shift,130.000000,246.000000,0.892308
nodes/http://yago-knowledge.org/resource/Comprehensive_Nuclear-Test-Ban_Treaty_Organization/rank_unweighted,4833.000000,524.000000,-0.891579
nodes/http://yago-knowledge.org/resource/International_Commission_for_the_Protection_of_the_Danube_River/rank_unweighted,4835.000000,527.000000,-0.891003
nodes/http://yago-knowledge.org/resource/Cambridge_Q21713103/rank_shift,-9.000000,-1.000000,0.888889
nodes/http://yago-knowledge.org/resource/British_Academy/rank_unweighted,5058.000000,568.000000,-0.887703
nodes/http://yago-knowledge.org/resource/Bezirk_Potsdam/rank_unweighted,4462.000000,504.000000,-0.887046
nodes/http://yago-knowledge.org/resource/Spain/rank_weighted,265.000000,30.000000,-0.886792
nodes/http://yago-knowledge.org/resource/Göttingen/rank_weighted,4954.000000,561.000000,-0.886758
nodes/http://yago-knowledge.org/resource/University_of_Cambridge/unweighted,2.499160,0.283764,-0.886456
nodes/http://yago-knowledge.org/resource/Ottawa/rank_weighted,4453.000000,508.000000,-0.885920
nodes/http://yago-knowledge.org/resource/Royal_Netherlands_Academy_of_Arts_and_Sciences/unweighted,2.427384,0.280443,-0.884467
nodes/http://yago-knowledge.org/resource/Chimborazo_Province/entropy_weighted,1.634011,0.190426,-0.883461
nodes/http://yago-knowledge.org/resource/Dresden/rank_unweighted,265.000000,499.000000,0.883019
nodes/http://yago-knowledge.org/resource/West_Berlin/rank_unweighted,5206.000000,613.000000,-0.882251
nodes/http://yago-knowledge.org/resource/Harvard_University/rank_weighted,5105.000000,608.000000,-0.880901
nodes/http://yago-knowledge.org/resource/Southeast_Asia_Treaty_Organization/rank_unweighted,4173.000000,498.000000,-0.880661
nodes/http://yago-knowledge.org/resource/Erzgebirgskreis/rank_unweighted,3544.000000,424.000000,-0.880361
nodes/http://yago-knowledge.org/resource/Elbe-Elster/rank_unweighted,4271.000000,515.000000,-0.879419
nodes/http://yago-knowledge.org/resource/Western_European_Union/rank_weighted,4968.000000,604.000000,-0.878422
nodes/http://yago-knowledge.org/resource/European_Bank_for_Reconstruction_and_Development/rank_unweighted,4949.000000,602.000000,-0.878359
nodes/http://yago-knowledge.org/resource/Steglitz-Zehlendorf/rank_unweighted,4363.000000,531.000000,-0.878295
nodes/http://yago-knowledge.org/resource/Hamburg/rank_weighted,4634.000000,564.000000,-0.878291
nodes/http://yago-knowledge.org/resource/Benelux/rank_unweighted,4939.000000,603.000000,-0.877911
nodes/http://yago-knowledge.org/resource/Commonwealth_of_Nations/rank_unweighted,4687.000000,577.000000,-0.876894
nodes/http://yago-knowledge.org/resource/ABCANZ_Armies/rank_weighted,4623.000000,571.000000,-0.876487
nodes/http://yago-knowledge.org/resource/AUSCANNZUKUS/rank_weighted,4624.000000,572.000000,-0.876298
nodes/http://yago-knowledge.org/resource/Ilmenau/rank_unweighted,5108.000000,633.000000,-0.876077
nodes/http://yago-knowledge.org/resource/Combined_Communications-Electronics_Board/rank_weighted,4625.000000,574.000000,-0.875892
nodes/http://yago-knowledge.org/resource/The_Technical_Cooperation_Program/rank_weighted,4627.000000,575.000000,-0.875729
nodes/http://yago-knowledge.org/resource/Great_Britain/rank_weighted,4599.000000,576.000000,-0.874755
nodes/http://yago-knowledge.org/resource/United_Kingdom_of_Great_Britain_and_Ireland/rank_weighted,4774.000000,602.000000,-0.873900
nodes/http://yago-knowledge.org/resource/Coalition_for_Networked_Information/rank_unweighted,4607.000000,586.000000,-0.872802
nodes/http://yago-knowledge.org/resource/Weimar_Triangle/rank_weighted,4844.000000,617.000000,-0.872626
nodes/http://yago-knowledge.org/resource/Coimbra_Group/rank_unweighted,5135.000000,662.000000,-0.871081
nodes/http://yago-knowledge.org/resource/Hessischer_Städtetag_Q26882604/rank_unweighted,4566.000000,594.000000,-0.869908
nodes/http://yago-knowledge.org/resource/Asunción/rank_weighted,4903.000000,639.000000,-0.869672
nodes/http://yago-knowledge.org/resource/European_Payments_Union/rank_shift,-413.000000,-54.000000,0.869249
nodes/http://yago-knowledge.org/resource/Warsaw_Pact/unweighted,0.423350,0.791157,0.868803
nodes/http://yago-knowledge.org/resource/Ireland/rank_unweighted,4945.000000,650.000000,-0.868554
nodes/http://yago-knowledge.org/resource/Hungary/rank_shift,-38.000000,-5.000000,0.868421
nodes/http://yago-knowledge.org/resource/Portugal/unweighted,0.170239,0.317885,0.867294
nodes/http://yago-knowledge.org/resource/OPANAL/rank_unweighted,4434.000000,589.000000,-0.867163
nodes/http://yago-knowledge.org/resource/Opole_Voivodeship/unweighted,3.854364,0.519969,-0.865096
nodes/http://yago-knowledge.org/resource/Single_European_Sky_ATM_Research/unweighted,0.321331,0.599261,0.864932
nodes/http://yago-knowledge.org/resource/OPANAL/rank_weighted,4637.000000,632.000000,-0.863705
nodes/http://yago-knowledge.org/resource/Finsterwalde/rank_weighted,5126.000000,704.000000,-0.862661
nodes/http://yago-knowledge.org/resource/Kraków/rank_shift,377.000000,52.000000,-0.862069
nodes/http://yago-knowledge.org/resource/Auckland/rank_weighted,5208.000000,720.000000,-0.861751
nodes/http://yago-knowledge.org/resource/European_Economic_Area/rank_unweighted,5001.000000,697.000000,-0.860628
nodes/http://yago-knowledge.org/resource/Commonwealth_of_Nations/rank_weighted,4751.000000,665.000000,-0.860029
nodes/http://yago-knowledge.org/resource/Aue-Bad_Schlema/rank_unweighted,5046.000000,714.000000,-0.858502
nodes/http://yago-knowledge.org/resource/Union_of_South_American_Nations/unweighted,2.871377,0.407777,-0.857985
nodes/http://yago-knowledge.org/resource/Harvard_University/rank_unweighted,5113.000000,728.000000,-0.857618
nodes/http://yago-knowledge.org/resource/International_Telecommunication_Union/rank_unweighted,147.000000,21.000000,-0.857143
nodes/http://yago-knowledge.org/resource/Coimbra_Group/entropy_weighted,0.155865,0.289385,0.856637
nodes/http://yago-knowledge.org/resource/Socialist_Unity_Party_of_Germany/rank_weighted,5016.000000,724.000000,-0.855662
nodes/http://yago-knowledge.org/resource/Slovenia/entropy_weighted,0.159627,0.295935,0.853920
nodes/http://yago-knowledge.org/resource/Lubusz_Voivodeship/entropy_weighted,2.224566,0.326343,-0.853300
nodes/http://yago-knowledge.org/resource/Menemen/rank_unweighted,4346.000000,640.000000,-0.852738
nodes/http://yago-knowledge.org/resource/Bank_for_International_Settlements/rank_unweighted,5024.000000,740.000000,-0.852707
nodes/http://yago-knowledge.org/resource/Hamburg/rank_unweighted,4663.000000,688.000000,-0.852456
nodes/http://yago-knowledge.org/resource/German_Archaeological_Institute/rank_unweighted,264.000000,489.000000,0.852273
nodes/http://yago-knowledge.org/resource/Lesser_Poland_Voivodeship/unweighted,9.004162,1.335171,-0.851716
nodes/http://yago-knowledge.org/resource/Organisation_of_Islamic_Cooperation/entropy_weighted,0.191919,0.355245,0.851015
nodes/http://yago-knowledge.org/resource/Kommunaler_Arbeitgeberverband_Berlin_Q1780343/rank_weighted,5043.000000,769.000000,-0.847511
nodes/http://yago-knowledge.org/resource/Auckland/rank_unweighted,5276.000000,806.000000,-0.847233
nodes/http://yago-knowledge.org/resource/Warsaw_West_County/rank_weighted,3113.000000,477.000000,-0.846772
nodes/http://yago-knowledge.org/resource/Comprehensive_Nuclear-Test-Ban_Treaty_Organization/rank_weighted,4988.000000,765.000000,-0.846632
nodes/http://yago-knowledge.org/resource/Wołomin_County/rank_weighted,3114.000000,478.000000,-0.846500
nodes/http://yago-knowledge.org/resource/American_Philosophical_Society/rank_weighted,4935.000000,759.000000,-0.846201
nodes/http://yago-knowledge.org/resource/International_Commission_for_the_Protection_of_the_Danube_River/rank_weighted,4990.000000,768.000000,-0.846092
nodes/http://yago-knowledge.org/resource/Legionowo_County/rank_weighted,3086.000000,476.000000,-0.845755
nodes/http://yago-knowledge.org/resource/Mińsk_County/rank_weighted,3089.000000,479.000000,-0.844934
nodes/http://yago-knowledge.org/resource/Otwock_County/rank_weighted,3095.000000,480.000000,-0.844911
nodes/http://yago-knowledge.org/resource/Piaseczno_County/rank_weighted,3096.000000,481.000000,-0.844638
nodes/http://yago-knowledge.org/resource/Pruszków_County/rank_weighted,3097.000000,482.000000,-0.844366
nodes/http://yago-knowledge.org/resource/Warsaw_Pact/entropy_weighted,0.218999,0.403856,0.844104
nodes/http://yago-knowledge.org/resource/American_Council_of_Learned_Societies/rank_weighted,4650.000000,728.000000,-0.843441
nodes/http://yago-knowledge.org/resource/Ireland/rank_weighted,4985.000000,785.000000,-0.842528
nodes/http://yago-knowledge.org/resource/Imperial_College_London/rank_weighted,4291.000000,683.000000,-0.840830
nodes/http://yago-knowledge.org/resource/International_Telecommunication_Union/rank_weighted,168.000000,27.000000,-0.839286
nodes/http://yago-knowledge.org/resource/Wrocław/rank_weighted,3579.000000,583.000000,-0.837105
nodes/http://yago-knowledge.org/resource/World_Bank/rank_unweighted,79.000000,13.000000,-0.835443
nodes/http://yago-knowledge.org/resource/Asunción/rank_unweighted,4907.000000,808.000000,-0.835337
nodes/http://yago-knowledge.org/resource/Cyprus/rank_unweighted,4981.000000,824.000000,-0.834571
nodes/http://yago-knowledge.org/resource/Leverkusen/rank_unweighted,4524.000000,749.000000,-0.834439
nodes/http://yago-knowledge.org/resource/Climate_Alliance/unweighted,2.407786,4.415579,0.833875
nodes/http://yago-knowledge.org/resource/International_Maritime_Organization/entropy_weighted,0.162580,0.298150,0.833865
nodes/http://yago-knowledge.org/resource/Nordic_Council/rank_unweighted,4715.000000,791.000000,-0.832238
nodes/http://yago-knowledge.org/resource/Tarnobrzeg/rank_weighted,3738.000000,628.000000,-0.831996
nodes/http://yago-knowledge.org/resource/Kommunaler_Arbeitgeberverband_Berlin_Q1780343/rank_unweighted,5032.000000,849.000000,-0.831280
nodes/http://yago-knowledge.org/resource/Städtetag_Nordrhein-Westfalen_Q52144567/rank_unweighted,4885.000000,825.000000,-0.831116
nodes/http://yago-knowledge.org/resource/East_Berlin/rank_unweighted,1506.000000,255.000000,-0.830677
nodes/http://yago-knowledge.org/resource/University_of_Cambridge/entropy_weighted,1.268506,0.216169,-0.829587
nodes/http://yago-knowledge.org/resource/Belgium/rank_shift,-41.000000,-7.000000,0.829268
nodes/http://yago-knowledge.org/resource/German_Commission_for_UNESCO/rank_weighted,4512.000000,772.000000,-0.828901
nodes/http://yago-knowledge.org/resource/Strategic_Airlift_Capability/rank_unweighted,111.000000,203.000000,0.828829
nodes/http://yago-knowledge.org/resource/Andean_Community/rank_unweighted,4433.000000,759.000000,-0.828784
nodes/http://yago-knowledge.org/resource/United_Kingdom_of_Great_Britain_and_Ireland/rank_unweighted,4606.000000,790.000000,-0.828485
nodes/http://yago-knowledge.org/resource/Quito_Canton/rank_unweighted,4021.000000,692.000000,-0.827904
nodes/http://yago-knowledge.org/resource/American_Council_of_Learned_Societies/rank_unweighted,4682.000000,807.000000,-0.827638
nodes/http://yago-knowledge.org/resource/Berlin/rank_weighted,75.000000,13.000000,-0.826667
nodes/http://yago-knowledge.org/resource/Communist_Party_of_Germany/rank_weighted,4776.000000,832.000000,-0.825796
nodes/http://yago-knowledge.org/resource/Malta/rank_unweighted,4994.000000,872.000000,-0.825390
nodes/http://yago-knowledge.org/resource/Russell_Group/rank_weighted,4692.000000,821.000000,-0.825021
nodes/http://yago-knowledge.org/resource/Jisc/rank_weighted,4775.000000,838.000000,-0.824503
nodes/http://yago-knowledge.org/resource/Socialist_Unity_Party_of_Germany/rank_unweighted,5029.000000,885.000000,-0.824021
nodes/http://yago-knowledge.org/resource/Städtetag_Nordrhein-Westfalen_Q52144567/unweighted,0.186127,0.339424,0.823617
nodes/http://yago-knowledge.org/resource/Opole_Voivodeship/entropy_weighted,1.790538,0.317228,-0.822831
nodes/http://yago-knowledge.org/resource/Single_European_Sky_ATM_Research/rank_weighted,4631.000000,827.000000,-0.821421
nodes/http://yago-knowledge.org/resource/Hessischer_Städtetag_Q26882604/rank_weighted,4585.000000,819.000000,-0.821374
nodes/http://yago-knowledge.org/resource/Lesser_Poland_Voivodeship/entropy_weighted,3.437815,0.614879,-0.821143
nodes/http://yago-knowledge.org/resource/London/rank_weighted,229.000000,41.000000,-0.820961
nodes/http://yago-knowledge.org/resource/European_Bank_for_Reconstruction_and_Development/rank_weighted,4997.000000,895.000000,-0.820893
nodes/http://yago-knowledge.org/resource/European_Free_Trade_Association/rank_weighted,4926.000000,884.000000,-0.820544
nodes/http://yago-knowledge.org/resource/Portugal/rank_unweighted,4995.000000,899.000000,-0.820020
nodes/http://yago-knowledge.org/resource/German_Commission_for_UNESCO/rank_unweighted,4520.000000,816.000000,-0.819469
nodes/http://yago-knowledge.org/resource/Council_of_Europe/rank_shift,-11.000000,-20.000000,-0.818182
nodes/http://yago-knowledge.org/resource/Wrocław/rank_unweighted,3639.000000,668.000000,-0.816433
nodes/http://yago-knowledge.org/resource/Myles_Burnyeat/rank_weighted,4885.000000,898.000000,-0.816172
nodes/http://yago-knowledge.org/resource/Andean_Community/rank_weighted,4636.000000,854.000000,-0.815789
nodes/http://yago-knowledge.org/resource/Ottawa/rank_unweighted,3472.000000,644.000000,-0.814516
nodes/http://yago-knowledge.org/resource/International_Fund_for_Agricultural_Development/entropy_weighted,0.162580,0.294968,0.814295
nodes/http://yago-knowledge.org/resource/Nordic_Council/rank_weighted,4840.000000,900.000000,-0.814050
nodes/http://yago-knowledge.org/resource/International_Bank_for_Reconstruction_and_Development/rank_unweighted,118.000000,22.000000,-0.813559
nodes/http://yago-knowledge.org/resource/Cyprus/rank_weighted,5022.000000,938.000000,-0.813222
